SensorID,Timestamp,Temperature,Humidity,Region
SEN-163,2026-06-02T21:53:43.385592,25.58,73.88,Site_South
SEN-130,2026-06-02T21:53:44.385592,23.24,51.79,Site_South
SEN-139,2026-06-02T21:53:45.385592,32.73,73.99,Site_Central
SEN-188,2026-06-02T21:53:46.385592,32.25,58.44,Site_Central
SEN-198,2026-06-02T21:53:47.385592,31.78,53.9,Site_North
SEN-151,2026-06-02T21:53:48.385592,21.14,77.67,Site_Central
SEN-198,2026-06-02T21:53:49.385592,21.39,63.43,Site_North
SEN-190,2026-06-02T21:53:50.385592,33.16,62.03,Site_South
SEN-185,2026-06-02T21:53:51.385592,30.83,45.08,Site_South
SEN-136,2026-06-02T21:53:52.385592,30.36,48.61,Site_South
SEN-118,2026-06-02T21:53:53.385592,29.49,55.23,Site_North
SEN-162,2026-06-02T21:53:54.385592,30.44,43.07,Site_North
SEN-139,2026-06-02T21:53:55.385592,33.92,50.81,Site_Central
SEN-115,2026-06-02T21:53:56.385592,32.43,49.66,Site_South
SEN-192,2026-06-02T21:53:57.385592,22.75,59.36,Site_Central
SEN-192,2026-06-02T21:53:58.385592,32.38,42.41,Site_Central
SEN-178,2026-06-02T21:53:59.385592,22.95,63.35,Site_North
SEN-196,2026-06-02T21:54:00.385592,33.01,62.3,Site_South
SEN-134,2026-06-02T21:54:01.385592,32.59,75.37,Site_South
SEN-160,2026-06-02T21:54:02.385592,20.76,41.67,Site_South
SEN-102,2026-06-02T21:54:03.385592,23.41,79.92,Site_Central
SEN-149,2026-06-02T21:54:04.385592,30.95,78.62,Site_Central
SEN-170,2026-06-02T21:54:05.385592,22.48,79.79,Site_Central
SEN-170,2026-06-02T21:54:06.385592,27.71,70.8,Site_North
SEN-195,2026-06-02T21:54:07.385592,30.5,46.44,Site_North
SEN-175,2026-06-02T21:54:08.385592,29.47,71.39,Site_North
SEN-187,2026-06-02T21:54:09.385592,29.83,45.28,Site_North
SEN-191,2026-06-02T21:54:10.385592,23.09,69.09,Site_Central
SEN-135,2026-06-02T21:54:11.385592,30.27,78.82,Site_South
SEN-121,2026-06-02T21:54:12.385592,22.05,61.77,Site_North
SEN-171,2026-06-02T21:54:13.385592,21.9,62.67,Site_South
SEN-179,2026-06-02T21:54:14.385592,21.22,54.46,Site_Central
SEN-157,2026-06-02T21:54:15.385592,26.44,70.65,Site_South
SEN-188,2026-06-02T21:54:16.385592,29.36,45.02,Site_Central
SEN-198,2026-06-02T21:54:17.385592,27.34,41.15,Site_North
SEN-126,2026-06-02T21:54:18.385592,23.67,62.83,Site_North
SEN-182,2026-06-02T21:54:19.385592,31.83,45.01,Site_South
SEN-162,2026-06-02T21:54:20.385592,34.89,73.81,Site_North
SEN-113,2026-06-02T21:54:21.385592,29.39,77.72,Site_Central
SEN-199,2026-06-02T21:54:22.385592,33.78,70.46,Site_South
SEN-148,2026-06-02T21:54:23.385592,33.56,44.45,Site_North
SEN-197,2026-06-02T21:54:24.385592,21.08,50.49,Site_North
SEN-108,2026-06-02T21:54:25.385592,23.47,71.98,Site_South
SEN-120,2026-06-02T21:54:26.385592,27.39,46.66,Site_South
SEN-101,2026-06-02T21:54:27.385592,34.59,47.27,Site_North
SEN-114,2026-06-02T21:54:28.385592,26.51,70.82,Site_North
SEN-181,2026-06-02T21:54:29.385592,31.19,42.81,Site_Central
SEN-155,2026-06-02T21:54:30.385592,28.19,72.04,Site_North
SEN-170,2026-06-02T21:54:31.385592,27.13,75.07,Site_North
SEN-198,2026-06-02T21:54:32.385592,33.62,74.61,Site_Central
SEN-112,2026-06-02T21:54:33.385592,20.66,56.36,Site_North
SEN-145,2026-06-02T21:54:34.385592,20.21,57.57,Site_North
SEN-133,2026-06-02T21:54:35.385592,21.39,66.77,Site_Central
SEN-168,2026-06-02T21:54:36.385592,22.19,48.47,Site_Central
SEN-131,2026-06-02T21:54:37.385592,34.49,66.14,Site_North
SEN-121,2026-06-02T21:54:38.385592,23.11,62.7,Site_North
SEN-199,2026-06-02T21:54:39.385592,27.2,42.93,Site_Central
SEN-101,2026-06-02T21:54:40.385592,22.54,48.95,Site_Central
SEN-159,2026-06-02T21:54:41.385592,23.22,77.27,Site_South
SEN-105,2026-06-02T21:54:42.385592,31.88,65.87,Site_North
SEN-177,2026-06-02T21:54:43.385592,28.7,50.56,Site_Central
SEN-133,2026-06-02T21:54:44.385592,27.32,52.06,Site_Central
SEN-181,2026-06-02T21:54:45.385592,23.68,67.46,Site_North
SEN-162,2026-06-02T21:54:46.385592,28.08,67.97,Site_South
SEN-190,2026-06-02T21:54:47.385592,25.5,60.91,Site_Central
SEN-109,2026-06-02T21:54:48.385592,29.48,63.11,Site_North
SEN-192,2026-06-02T21:54:49.385592,21.12,61.76,Site_Central
SEN-175,2026-06-02T21:54:50.385592,22.77,71.0,Site_North
SEN-143,2026-06-02T21:54:51.385592,25.2,68.22,Site_South
SEN-144,2026-06-02T21:54:52.385592,32.86,44.71,Site_North
SEN-123,2026-06-02T21:54:53.385592,32.74,75.48,Site_North
SEN-115,2026-06-02T21:54:54.385592,25.54,69.12,Site_North
SEN-182,2026-06-02T21:54:55.385592,22.3,55.02,Site_South
SEN-155,2026-06-02T21:54:56.385592,26.09,44.81,Site_Central
SEN-196,2026-06-02T21:54:57.385592,20.3,53.38,Site_Central
SEN-196,2026-06-02T21:54:58.385592,27.81,76.49,Site_South
SEN-142,2026-06-02T21:54:59.385592,23.2,58.84,Site_North
SEN-144,2026-06-02T21:55:00.385592,26.46,78.72,Site_North
SEN-107,2026-06-02T21:55:01.385592,28.0,53.9,Site_Central
SEN-130,2026-06-02T21:55:02.385592,31.17,60.51,Site_North
SEN-128,2026-06-02T21:55:03.385592,23.47,47.55,Site_Central
SEN-115,2026-06-02T21:55:04.385592,28.69,72.6,Site_South
SEN-177,2026-06-02T21:55:05.385592,34.79,61.81,Site_North
SEN-143,2026-06-02T21:55:06.385592,31.42,49.17,Site_Central
SEN-106,2026-06-02T21:55:07.385592,21.01,61.21,Site_North
SEN-185,2026-06-02T21:55:08.385592,29.67,65.56,Site_South
SEN-128,2026-06-02T21:55:09.385592,32.48,66.5,Site_North
SEN-152,2026-06-02T21:55:10.385592,29.17,76.32,Site_Central
SEN-199,2026-06-02T21:55:11.385592,32.34,70.78,Site_Central
SEN-163,2026-06-02T21:55:12.385592,30.16,53.92,Site_South
SEN-172,2026-06-02T21:55:13.385592,30.0,46.87,Site_South
SEN-146,2026-06-02T21:55:14.385592,29.08,68.35,Site_South
SEN-117,2026-06-02T21:55:15.385592,24.32,68.91,Site_Central
SEN-162,2026-06-02T21:55:16.385592,34.41,67.55,Site_North
SEN-107,2026-06-02T21:55:17.385592,30.1,59.0,Site_Central
SEN-139,2026-06-02T21:55:18.385592,34.46,54.39,Site_Central
SEN-159,2026-06-02T21:55:19.385592,25.76,40.71,Site_Central
SEN-181,2026-06-02T21:55:20.385592,20.08,42.25,Site_North
SEN-198,2026-06-02T21:55:21.385592,30.98,64.49,Site_Central
SEN-151,2026-06-02T21:55:22.385592,28.09,63.67,Site_South
SEN-186,2026-06-02T21:55:23.385592,21.0,57.5,Site_North
SEN-195,2026-06-02T21:55:24.385592,21.32,49.08,Site_Central
SEN-186,2026-06-02T21:55:25.385592,21.04,45.55,Site_South
SEN-163,2026-06-02T21:55:26.385592,22.91,46.65,Site_Central
SEN-131,2026-06-02T21:55:27.385592,34.04,61.12,Site_North
SEN-159,2026-06-02T21:55:28.385592,20.77,44.92,Site_North
SEN-145,2026-06-02T21:55:29.385592,30.93,49.9,Site_South
SEN-195,2026-06-02T21:55:30.385592,30.7,65.69,Site_Central
SEN-118,2026-06-02T21:55:31.385592,25.57,44.65,Site_Central
SEN-148,2026-06-02T21:55:32.385592,30.77,62.4,Site_North
SEN-157,2026-06-02T21:55:33.385592,27.1,60.76,Site_Central
SEN-162,2026-06-02T21:55:34.385592,33.98,52.72,Site_North
SEN-145,2026-06-02T21:55:35.385592,23.78,54.69,Site_Central
SEN-181,2026-06-02T21:55:36.385592,26.94,47.56,Site_North
SEN-152,2026-06-02T21:55:37.385592,32.5,55.65,Site_South
SEN-164,2026-06-02T21:55:38.385592,31.12,62.09,Site_South
SEN-118,2026-06-02T21:55:39.385592,27.52,44.41,Site_Central
SEN-113,2026-06-02T21:55:40.385592,22.18,72.52,Site_South
SEN-155,2026-06-02T21:55:41.385592,23.63,74.39,Site_Central
SEN-107,2026-06-02T21:55:42.385592,33.82,77.21,Site_South
SEN-155,2026-06-02T21:55:43.385592,23.35,46.41,Site_South
SEN-188,2026-06-02T21:55:44.385592,26.91,65.91,Site_Central
SEN-159,2026-06-02T21:55:45.385592,33.04,75.08,Site_South
SEN-133,2026-06-02T21:55:46.385592,29.76,52.79,Site_South
SEN-102,2026-06-02T21:55:47.385592,31.36,80.0,Site_South
SEN-180,2026-06-02T21:55:48.385592,28.07,41.85,Site_North
SEN-103,2026-06-02T21:55:49.385592,30.02,50.95,Site_South
SEN-181,2026-06-02T21:55:50.385592,21.86,46.21,Site_Central
SEN-110,2026-06-02T21:55:51.385592,28.23,75.56,Site_North
SEN-156,2026-06-02T21:55:52.385592,20.05,56.41,Site_North
SEN-165,2026-06-02T21:55:53.385592,25.47,75.9,Site_South
SEN-112,2026-06-02T21:55:54.385592,24.71,78.42,Site_South
SEN-194,2026-06-02T21:55:55.385592,34.23,43.17,Site_Central
SEN-150,2026-06-02T21:55:56.385592,22.57,53.68,Site_Central
SEN-134,2026-06-02T21:55:57.385592,24.72,58.79,Site_North
SEN-125,2026-06-02T21:55:58.385592,32.48,71.39,Site_North
SEN-199,2026-06-02T21:55:59.385592,29.7,46.92,Site_Central
SEN-148,2026-06-02T21:56:00.385592,26.96,57.8,Site_South
SEN-181,2026-06-02T21:56:01.385592,32.6,50.62,Site_Central
SEN-103,2026-06-02T21:56:02.385592,25.73,46.67,Site_Central
SEN-177,2026-06-02T21:56:03.385592,20.54,65.88,Site_North
SEN-172,2026-06-02T21:56:04.385592,28.41,78.2,Site_Central
SEN-114,2026-06-02T21:56:05.385592,22.14,64.36,Site_South
SEN-168,2026-06-02T21:56:06.385592,24.46,52.26,Site_Central
SEN-194,2026-06-02T21:56:07.385592,28.39,76.3,Site_North
SEN-140,2026-06-02T21:56:08.385592,20.69,61.23,Site_North
SEN-152,2026-06-02T21:56:09.385592,30.37,77.46,Site_North
SEN-156,2026-06-02T21:56:10.385592,28.28,73.95,Site_Central
SEN-178,2026-06-02T21:56:11.385592,22.44,45.81,Site_Central
SEN-180,2026-06-02T21:56:12.385592,31.68,57.87,Site_North
SEN-109,2026-06-02T21:56:13.385592,31.95,76.28,Site_North
SEN-154,2026-06-02T21:56:14.385592,27.87,54.87,Site_South
SEN-148,2026-06-02T21:56:15.385592,30.61,63.62,Site_North
SEN-117,2026-06-02T21:56:16.385592,20.08,69.81,Site_South
SEN-139,2026-06-02T21:56:17.385592,29.99,58.33,Site_Central
SEN-108,2026-06-02T21:56:18.385592,34.98,72.05,Site_Central
SEN-129,2026-06-02T21:56:19.385592,28.75,60.87,Site_South
SEN-163,2026-06-02T21:56:20.385592,25.98,77.0,Site_Central
SEN-101,2026-06-02T21:56:21.385592,22.78,74.96,Site_Central
SEN-120,2026-06-02T21:56:22.385592,23.38,40.41,Site_South
SEN-134,2026-06-02T21:56:23.385592,30.37,60.49,Site_South
SEN-178,2026-06-02T21:56:24.385592,33.06,50.07,Site_South
SEN-143,2026-06-02T21:56:25.385592,33.51,72.81,Site_Central
SEN-178,2026-06-02T21:56:26.385592,31.51,40.02,Site_South
SEN-168,2026-06-02T21:56:27.385592,26.61,42.2,Site_South
SEN-198,2026-06-02T21:56:28.385592,28.67,78.54,Site_North
SEN-181,2026-06-02T21:56:29.385592,29.34,64.03,Site_South
SEN-183,2026-06-02T21:56:30.385592,20.88,68.74,Site_South
SEN-163,2026-06-02T21:56:31.385592,29.6,44.92,Site_North
SEN-104,2026-06-02T21:56:32.385592,28.86,58.1,Site_Central
SEN-101,2026-06-02T21:56:33.385592,32.55,54.59,Site_South
SEN-113,2026-06-02T21:56:34.385592,20.94,47.69,Site_South
SEN-153,2026-06-02T21:56:35.385592,24.88,66.68,Site_South
SEN-167,2026-06-02T21:56:36.385592,28.92,65.62,Site_North
SEN-191,2026-06-02T21:56:37.385592,22.14,57.7,Site_Central
SEN-133,2026-06-02T21:56:38.385592,21.7,72.33,Site_North
SEN-106,2026-06-02T21:56:39.385592,32.8,51.04,Site_North
SEN-102,2026-06-02T21:56:40.385592,26.44,78.14,Site_Central
SEN-170,2026-06-02T21:56:41.385592,31.75,58.22,Site_South
SEN-175,2026-06-02T21:56:42.385592,28.86,52.89,Site_North
SEN-166,2026-06-02T21:56:43.385592,23.44,65.66,Site_North
SEN-153,2026-06-02T21:56:44.385592,27.3,67.56,Site_North
SEN-149,2026-06-02T21:56:45.385592,34.62,74.11,Site_South
SEN-175,2026-06-02T21:56:46.385592,20.1,53.5,Site_North
SEN-147,2026-06-02T21:56:47.385592,34.61,49.32,Site_North
SEN-113,2026-06-02T21:56:48.385592,29.87,63.42,Site_North
SEN-102,2026-06-02T21:56:49.385592,28.74,67.59,Site_North
SEN-156,2026-06-02T21:56:50.385592,24.25,73.76,Site_South
SEN-138,2026-06-02T21:56:51.385592,33.55,59.43,Site_South
SEN-103,2026-06-02T21:56:52.385592,31.11,75.79,Site_South
SEN-159,2026-06-02T21:56:53.385592,26.46,78.33,Site_Central
SEN-153,2026-06-02T21:56:54.385592,30.37,65.65,Site_North
SEN-155,2026-06-02T21:56:55.385592,33.07,66.82,Site_North
SEN-133,2026-06-02T21:56:56.385592,33.67,54.36,Site_North
SEN-193,2026-06-02T21:56:57.385592,26.0,73.76,Site_North
SEN-170,2026-06-02T21:56:58.385592,21.3,51.77,Site_Central
SEN-112,2026-06-02T21:56:59.385592,23.23,60.43,Site_North
SEN-136,2026-06-02T21:57:00.385592,24.4,79.29,Site_North
SEN-123,2026-06-02T21:57:01.385592,30.98,58.3,Site_North
SEN-172,2026-06-02T21:57:02.385592,34.49,70.76,Site_Central
SEN-141,2026-06-02T21:57:03.385592,20.07,60.15,Site_Central
SEN-159,2026-06-02T21:57:04.385592,29.24,79.3,Site_Central
SEN-141,2026-06-02T21:57:05.385592,31.74,76.1,Site_Central
SEN-187,2026-06-02T21:57:06.385592,28.88,61.33,Site_South
SEN-101,2026-06-02T21:57:07.385592,20.15,43.1,Site_South
SEN-156,2026-06-02T21:57:08.385592,24.93,79.69,Site_Central
SEN-199,2026-06-02T21:57:09.385592,31.28,46.53,Site_North
SEN-182,2026-06-02T21:57:10.385592,23.53,46.7,Site_Central
SEN-103,2026-06-02T21:57:11.385592,26.88,47.13,Site_Central
SEN-145,2026-06-02T21:57:12.385592,28.73,67.79,Site_Central
SEN-199,2026-06-02T21:57:13.385592,30.95,43.86,Site_Central
SEN-184,2026-06-02T21:57:14.385592,31.16,68.88,Site_North
SEN-152,2026-06-02T21:57:15.385592,20.08,55.2,Site_North
SEN-151,2026-06-02T21:57:16.385592,30.64,50.77,Site_North
SEN-136,2026-06-02T21:57:17.385592,22.37,77.37,Site_Central
SEN-173,2026-06-02T21:57:18.385592,30.44,42.67,Site_Central
SEN-159,2026-06-02T21:57:19.385592,33.64,75.15,Site_North
SEN-109,2026-06-02T21:57:20.385592,25.23,70.97,Site_Central
SEN-110,2026-06-02T21:57:21.385592,26.95,43.26,Site_Central
SEN-198,2026-06-02T21:57:22.385592,25.9,46.94,Site_North
SEN-174,2026-06-02T21:57:23.385592,21.64,73.09,Site_Central
SEN-195,2026-06-02T21:57:24.385592,22.86,56.26,Site_South
SEN-146,2026-06-02T21:57:25.385592,33.16,76.41,Site_North
SEN-106,2026-06-02T21:57:26.385592,22.04,49.48,Site_North
SEN-171,2026-06-02T21:57:27.385592,25.01,77.56,Site_South
SEN-161,2026-06-02T21:57:28.385592,33.81,48.84,Site_North
SEN-103,2026-06-02T21:57:29.385592,28.93,74.12,Site_North
SEN-132,2026-06-02T21:57:30.385592,34.87,66.63,Site_North
SEN-170,2026-06-02T21:57:31.385592,28.67,76.4,Site_South
SEN-184,2026-06-02T21:57:32.385592,27.84,53.33,Site_Central
SEN-161,2026-06-02T21:57:33.385592,33.92,41.43,Site_North
SEN-189,2026-06-02T21:57:34.385592,32.19,79.18,Site_Central
SEN-163,2026-06-02T21:57:35.385592,34.48,73.75,Site_Central
SEN-137,2026-06-02T21:57:36.385592,26.66,46.35,Site_South
SEN-112,2026-06-02T21:57:37.385592,21.09,55.69,Site_North
SEN-179,2026-06-02T21:57:38.385592,29.54,43.89,Site_South
SEN-154,2026-06-02T21:57:39.385592,31.69,42.4,Site_North
SEN-109,2026-06-02T21:57:40.385592,31.62,53.14,Site_Central
SEN-114,2026-06-02T21:57:41.385592,31.95,44.68,Site_North
SEN-103,2026-06-02T21:57:42.385592,22.44,51.03,Site_Central
SEN-172,2026-06-02T21:57:43.385592,27.23,60.25,Site_South
SEN-172,2026-06-02T21:57:44.385592,34.29,55.84,Site_Central
SEN-153,2026-06-02T21:57:45.385592,32.43,66.99,Site_South
SEN-159,2026-06-02T21:57:46.385592,32.37,52.77,Site_North
SEN-193,2026-06-02T21:57:47.385592,27.25,71.82,Site_Central
SEN-151,2026-06-02T21:57:48.385592,29.67,62.53,Site_South
SEN-149,2026-06-02T21:57:49.385592,30.88,65.68,Site_North
SEN-109,2026-06-02T21:57:50.385592,30.4,78.63,Site_North
SEN-107,2026-06-02T21:57:51.385592,21.81,49.18,Site_South
SEN-178,2026-06-02T21:57:52.385592,23.51,45.2,Site_South
SEN-128,2026-06-02T21:57:53.385592,32.91,44.35,Site_Central
SEN-151,2026-06-02T21:57:54.385592,31.29,59.4,Site_South
SEN-143,2026-06-02T21:57:55.385592,28.68,41.91,Site_South
SEN-195,2026-06-02T21:57:56.385592,23.98,54.99,Site_Central
SEN-156,2026-06-02T21:57:57.385592,31.72,50.38,Site_Central
SEN-153,2026-06-02T21:57:58.385592,29.57,57.24,Site_North
SEN-137,2026-06-02T21:57:59.385592,31.39,65.48,Site_North
SEN-163,2026-06-02T21:58:00.385592,29.88,44.14,Site_North
SEN-164,2026-06-02T21:58:01.385592,24.17,56.54,Site_North
SEN-168,2026-06-02T21:58:02.385592,20.43,66.28,Site_North
SEN-191,2026-06-02T21:58:03.385592,30.26,56.78,Site_North
SEN-106,2026-06-02T21:58:04.385592,23.58,53.72,Site_North
SEN-156,2026-06-02T21:58:05.385592,32.33,53.73,Site_Central
SEN-134,2026-06-02T21:58:06.385592,32.89,63.6,Site_South
SEN-110,2026-06-02T21:58:07.385592,22.34,64.36,Site_Central
SEN-166,2026-06-02T21:58:08.385592,25.91,78.46,Site_Central
SEN-112,2026-06-02T21:58:09.385592,21.1,51.8,Site_North
SEN-126,2026-06-02T21:58:10.385592,26.41,61.23,Site_South
SEN-175,2026-06-02T21:58:11.385592,24.81,76.31,Site_Central
SEN-179,2026-06-02T21:58:12.385592,23.27,47.84,Site_North
SEN-182,2026-06-02T21:58:13.385592,25.81,74.44,Site_South
SEN-140,2026-06-02T21:58:14.385592,30.91,66.78,Site_South
SEN-162,2026-06-02T21:58:15.385592,27.88,65.39,Site_Central
SEN-129,2026-06-02T21:58:16.385592,27.34,49.82,Site_Central
SEN-172,2026-06-02T21:58:17.385592,25.34,48.87,Site_North
SEN-148,2026-06-02T21:58:18.385592,28.01,50.86,Site_South
SEN-152,2026-06-02T21:58:19.385592,33.2,55.15,Site_North
SEN-160,2026-06-02T21:58:20.385592,23.24,48.73,Site_North
SEN-139,2026-06-02T21:58:21.385592,22.08,65.35,Site_North
SEN-158,2026-06-02T21:58:22.385592,29.71,63.92,Site_North
SEN-106,2026-06-02T21:58:23.385592,22.83,46.47,Site_South
SEN-124,2026-06-02T21:58:24.385592,28.6,74.18,Site_North
SEN-155,2026-06-02T21:58:25.385592,30.36,61.82,Site_Central
SEN-199,2026-06-02T21:58:26.385592,26.39,51.46,Site_North
SEN-187,2026-06-02T21:58:27.385592,21.62,54.92,Site_Central
SEN-118,2026-06-02T21:58:28.385592,21.63,69.58,Site_North
SEN-137,2026-06-02T21:58:29.385592,30.84,50.25,Site_Central
SEN-110,2026-06-02T21:58:30.385592,20.54,43.43,Site_North
SEN-112,2026-06-02T21:58:31.385592,30.7,59.9,Site_North
SEN-106,2026-06-02T21:58:32.385592,33.78,51.78,Site_North
SEN-153,2026-06-02T21:58:33.385592,26.9,54.56,Site_Central
SEN-118,2026-06-02T21:58:34.385592,32.94,70.31,Site_North
SEN-158,2026-06-02T21:58:35.385592,27.5,61.53,Site_South
SEN-119,2026-06-02T21:58:36.385592,32.98,68.85,Site_Central
SEN-178,2026-06-02T21:58:37.385592,28.8,54.13,Site_Central
SEN-165,2026-06-02T21:58:38.385592,20.37,40.74,Site_North
SEN-103,2026-06-02T21:58:39.385592,28.2,70.33,Site_South
SEN-144,2026-06-02T21:58:40.385592,21.25,64.88,Site_South
SEN-177,2026-06-02T21:58:41.385592,25.46,46.83,Site_South
SEN-180,2026-06-02T21:58:42.385592,23.33,60.69,Site_North
SEN-195,2026-06-02T21:58:43.385592,20.35,55.16,Site_North
SEN-106,2026-06-02T21:58:44.385592,32.93,57.08,Site_Central
SEN-195,2026-06-02T21:58:45.385592,34.53,74.75,Site_South
SEN-145,2026-06-02T21:58:46.385592,22.68,74.23,Site_North
SEN-160,2026-06-02T21:58:47.385592,33.41,51.09,Site_North
SEN-149,2026-06-02T21:58:48.385592,34.54,51.98,Site_Central
SEN-115,2026-06-02T21:58:49.385592,31.29,50.0,Site_Central
SEN-115,2026-06-02T21:58:50.385592,25.03,40.47,Site_North
SEN-181,2026-06-02T21:58:51.385592,27.19,72.44,Site_South
SEN-145,2026-06-02T21:58:52.385592,26.75,64.27,Site_Central
SEN-197,2026-06-02T21:58:53.385592,26.81,41.3,Site_North
SEN-147,2026-06-02T21:58:54.385592,21.09,51.61,Site_North
SEN-126,2026-06-02T21:58:55.385592,28.93,59.26,Site_North
SEN-184,2026-06-02T21:58:56.385592,21.14,50.31,Site_North
SEN-176,2026-06-02T21:58:57.385592,33.04,60.06,Site_North
SEN-141,2026-06-02T21:58:58.385592,31.31,68.81,Site_North
SEN-167,2026-06-02T21:58:59.385592,30.59,55.43,Site_South
SEN-157,2026-06-02T21:59:00.385592,34.46,74.93,Site_Central
SEN-131,2026-06-02T21:59:01.385592,26.93,49.42,Site_South
SEN-133,2026-06-02T21:59:02.385592,27.72,45.73,Site_North
SEN-185,2026-06-02T21:59:03.385592,23.07,53.18,Site_Central
SEN-137,2026-06-02T21:59:04.385592,25.08,62.58,Site_Central
SEN-148,2026-06-02T21:59:05.385592,28.74,76.32,Site_South
SEN-160,2026-06-02T21:59:06.385592,30.62,49.85,Site_North
SEN-134,2026-06-02T21:59:07.385592,26.85,55.1,Site_Central
SEN-131,2026-06-02T21:59:08.385592,29.84,41.12,Site_Central
SEN-131,2026-06-02T21:59:09.385592,23.6,79.68,Site_Central
SEN-192,2026-06-02T21:59:10.385592,31.07,51.99,Site_Central
SEN-153,2026-06-02T21:59:11.385592,23.6,79.3,Site_South
SEN-191,2026-06-02T21:59:12.385592,29.01,48.77,Site_North
SEN-186,2026-06-02T21:59:13.385592,32.27,62.3,Site_Central
SEN-165,2026-06-02T21:59:14.385592,28.38,73.85,Site_Central
SEN-109,2026-06-02T21:59:15.385592,29.24,49.22,Site_North
SEN-197,2026-06-02T21:59:16.385592,34.56,64.77,Site_North
SEN-116,2026-06-02T21:59:17.385592,26.66,58.37,Site_South
SEN-144,2026-06-02T21:59:18.385592,33.42,65.79,Site_South
SEN-131,2026-06-02T21:59:19.385592,30.24,60.57,Site_North
SEN-172,2026-06-02T21:59:20.385592,30.43,53.63,Site_South
SEN-166,2026-06-02T21:59:21.385592,27.25,41.78,Site_South
SEN-156,2026-06-02T21:59:22.385592,24.34,65.75,Site_South
SEN-116,2026-06-02T21:59:23.385592,27.11,42.29,Site_North
SEN-172,2026-06-02T21:59:24.385592,32.92,50.99,Site_South
SEN-156,2026-06-02T21:59:25.385592,32.1,45.2,Site_Central
SEN-127,2026-06-02T21:59:26.385592,23.29,57.04,Site_North
SEN-199,2026-06-02T21:59:27.385592,28.56,59.46,Site_North
SEN-168,2026-06-02T21:59:28.385592,20.76,70.39,Site_South
SEN-187,2026-06-02T21:59:29.385592,22.08,67.49,Site_Central
SEN-140,2026-06-02T21:59:30.385592,25.71,57.76,Site_North
SEN-126,2026-06-02T21:59:31.385592,23.17,75.06,Site_North
SEN-133,2026-06-02T21:59:32.385592,34.15,68.07,Site_South
SEN-102,2026-06-02T21:59:33.385592,29.47,68.76,Site_South
SEN-171,2026-06-02T21:59:34.385592,25.68,67.09,Site_Central
SEN-132,2026-06-02T21:59:35.385592,24.66,55.77,Site_North
SEN-191,2026-06-02T21:59:36.385592,21.38,68.91,Site_Central
SEN-120,2026-06-02T21:59:37.385592,21.74,77.72,Site_South
SEN-174,2026-06-02T21:59:38.385592,32.32,71.69,Site_South
SEN-105,2026-06-02T21:59:39.385592,24.4,78.32,Site_South
SEN-191,2026-06-02T21:59:40.385592,20.82,61.41,Site_North
SEN-182,2026-06-02T21:59:41.385592,29.05,73.64,Site_North
SEN-116,2026-06-02T21:59:42.385592,32.49,49.59,Site_North
SEN-124,2026-06-02T21:59:43.385592,34.27,65.08,Site_North
SEN-188,2026-06-02T21:59:44.385592,20.41,75.75,Site_Central
SEN-137,2026-06-02T21:59:45.385592,27.62,77.09,Site_North
SEN-196,2026-06-02T21:59:46.385592,22.72,74.18,Site_North
SEN-165,2026-06-02T21:59:47.385592,22.39,79.07,Site_North
SEN-195,2026-06-02T21:59:48.385592,23.34,74.59,Site_South
SEN-182,2026-06-02T21:59:49.385592,33.63,45.48,Site_South
SEN-132,2026-06-02T21:59:50.385592,29.63,57.07,Site_South
SEN-178,2026-06-02T21:59:51.385592,22.52,52.0,Site_South
SEN-150,2026-06-02T21:59:52.385592,33.3,51.79,Site_Central
SEN-147,2026-06-02T21:59:53.385592,20.26,75.76,Site_South
SEN-106,2026-06-02T21:59:54.385592,24.95,74.89,Site_North
SEN-115,2026-06-02T21:59:55.385592,30.3,60.07,Site_North
SEN-199,2026-06-02T21:59:56.385592,26.19,76.17,Site_North
SEN-172,2026-06-02T21:59:57.385592,28.91,49.21,Site_North
SEN-178,2026-06-02T21:59:58.385592,30.88,72.16,Site_Central
SEN-154,2026-06-02T21:59:59.385592,32.16,70.2,Site_Central
SEN-196,2026-06-02T22:00:00.385592,24.76,79.0,Site_South
SEN-144,2026-06-02T22:00:01.385592,26.13,72.31,Site_South
SEN-135,2026-06-02T22:00:02.385592,26.14,71.41,Site_North
SEN-163,2026-06-02T22:00:03.385592,20.65,58.96,Site_South
SEN-167,2026-06-02T22:00:04.385592,21.3,56.56,Site_North
SEN-103,2026-06-02T22:00:05.385592,27.38,48.97,Site_South
SEN-107,2026-06-02T22:00:06.385592,32.6,60.15,Site_North
SEN-121,2026-06-02T22:00:07.385592,33.11,58.84,Site_Central
SEN-118,2026-06-02T22:00:08.385592,33.92,55.79,Site_North
SEN-114,2026-06-02T22:00:09.385592,30.93,52.32,Site_South
SEN-120,2026-06-02T22:00:10.385592,27.47,67.4,Site_North
SEN-108,2026-06-02T22:00:11.385592,24.08,73.56,Site_North
SEN-132,2026-06-02T22:00:12.385592,22.8,73.18,Site_Central
SEN-175,2026-06-02T22:00:13.385592,28.5,74.01,Site_North
SEN-188,2026-06-02T22:00:14.385592,31.96,44.71,Site_North
SEN-150,2026-06-02T22:00:15.385592,30.88,58.32,Site_North
SEN-175,2026-06-02T22:00:16.385592,30.9,56.65,Site_Central
SEN-108,2026-06-02T22:00:17.385592,31.05,56.29,Site_South
